0,1,2,3,4,5,6,7,8,9,10
0.99999994,0.084154,0.20822126,0.31573588,0.21438901,0.4035566,0.37514597,0.58320844,0.38043496,0.51202667,0.05339149
0.084154,1.0,0.22201654,0.0702419,0.26859087,0.038159557,0.15385385,0.008887667,0.06358938,0.18883884,0.25353888
0.20822126,0.22201654,0.9999997,0.27697104,0.26125944,-0.06429212,0.0298304,0.037015386,0.04300577,0.07024995,0.01914132
0.31573588,0.0702419,0.27697104,0.99999946,0.26331902,0.093585,0.23065561,0.23867312,0.17098491,0.24546291,-0.016555414
0.21438901,0.26859087,0.26125944,0.26331902,1.0000002,-0.015302774,0.5009274,0.113532245,0.18970877,0.30086893,0.0042956844
0.4035566,0.038159557,-0.06429212,0.093585,-0.015302774,1.0000002,0.3297896,0.40425998,0.3408214,0.27030516,0.025186393
0.37514597,0.15385385,0.0298304,0.23065561,0.5009274,0.3297896,0.99999976,0.42983922,0.14853232,0.3609386,-0.033891253
0.58320844,0.008887667,0.037015386,0.23867312,0.113532245,0.40425998,0.42983922,0.99999976,0.20192945,0.36361933,0.02464122
0.38043496,0.06358938,0.043005764,0.17098491,0.1897088,0.34082142,0.14853233,0.20192945,1.0000004,0.23761389,0.0796344
0.51202667,0.18883885,0.07024996,0.24546291,0.300869,0.27030516,0.36093864,0.3636194,0.23761389,1.0000002,0.05137846
0.053391494,0.25353885,0.01914132,-0.01655541,0.004295691,0.025186397,-0.033891246,0.024641238,0.0796344,0.05137846,1.0000002
